CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15601793,Client_1793,719,Spain,Male,30,3,14423.09,2,1,1,175997.19,1
15601794,Client_1794,464,Germany,Female,18,5,152041.53,2,0,1,174336.79,0
15601795,Client_1795,558,Germany,Female,57,1,52670.17,1,0,1,81304.93,1
15601796,Client_1796,363,France,Male,54,3,212534.07,2,1,0,130797.17,1
15601797,Client_1797,358,France,Male,48,10,137224.72,1,1,0,104447.34,0
15601798,Client_1798,389,Germany,Female,34,6,183375.42,2,0,0,178894.66,0
15601799,Client_1799,799,Spain,Male,26,8,168373.76,3,1,1,178904.66,0
15601800,Client_1800,586,Spain,Female,81,1,86832.8,2,1,1,20235.73,0
15601801,Client_1801,630,France,Female,74,7,189771.51,2,1,1,118706.63,0
15601802,Client_1802,708,France,Female,30,5,210843.81,3,0,0,105658.6,0
15601803,Client_1803,550,France,Female,54,7,0.0,1,1,1,156374.51,0
15601804,Client_1804,595,France,Male,31,1,194201.7,1,1,0,47203.53,0
15601805,Client_1805,627,France,Male,42,10,90003.88,1,1,0,142049.68,0
15601806,Client_1806,584,France,Male,74,0,235921.98,1,0,0,150335.84,0
15601807,Client_1807,843,France,Female,88,6,106143.03,4,1,1,15081.74,0
15601808,Client_1808,353,Spain,Male,59,8,0.0,1,0,0,91940.98,1
15601809,Client_1809,503,France,Female,59,8,214452.35,2,0,1,195999.84,0
15601810,Client_1810,791,France,Female,64,1,0.0,1,0,1,67114.86,0
15601811,Client_1811,378,Spain,Male,61,3,241567.64,1,0,1,178061.12,0
15601812,Client_1812,458,Spain,Female,58,0,249085.42,1,0,1,121509.1,0
15601813,Client_1813,447,Germany,Female,20,10,151536.63,1,0,1,66343.41,0
15601814,Client_1814,564,France,Female,18,6,0.0,1,0,1,168837.55,0
15601815,Client_1815,642,France,Male,28,1,233421.76,3,0,1,198225.72,0
15601816,Client_1816,424,France,Female,24,3,5006.1,1,0,0,150981.11,0
15601817,Client_1817,675,France,Male,29,1,232497.51,1,1,0,21645.85,1
15601818,Client_1818,495,Germany,Female,55,0,156841.53,2,0,0,19958.01,0
15601819,Client_1819,477,Spain,Male,71,6,0.0,1,0,1,103395.55,1
15601820,Client_1820,690,Spain,Female,84,5,135180.57,2,1,0,11152.72,1
15601821,Client_1821,391,France,Male,70,1,0.0,2,1,0,138430.2,1
15601822,Client_1822,705,France,Male,49,3,0.0,4,0,0,13097.44,1
15601823,Client_1823,390,France,Female,62,10,126868.0,2,1,1,194882.36,0
15601824,Client_1824,771,Germany,Female,68,2,0.0,1,1,0,177320.17,1
15601825,Client_1825,383,Germany,Female,54,2,0.0,2,0,0,164921.89,0
15601826,Client_1826,366,Spain,Female,76,2,129642.5,2,0,1,164358.31,0
15601827,Client_1827,514,France,Male,71,10,111571.74,2,0,1,168531.27,0
15601828,Client_1828,502,France,Female,35,3,0.0,1,0,1,92508.64,0
15601829,Client_1829,835,France,Male,18,0,99350.12,1,0,0,160452.77,0
15601830,Client_1830,727,France,Female,38,0,70511.43,2,0,1,79758.56,1
15601831,Client_1831,425,Germany,Male,45,6,100116.18,1,0,0,171193.41,0
15601832,Client_1832,436,Spain,Male,33,4,148289.57,1,0,1,127413.58,0
15601833,Client_1833,466,Spain,Male,65,2,152212.93,1,0,1,78085.55,0
15601834,Client_1834,711,Germany,Female,45,8,0.0,2,1,0,151639.9,0
15601835,Client_1835,691,France,Female,39,4,21119.66,2,1,0,56136.61,0
15601836,Client_1836,818,Spain,Male,18,9,186109.42,2,1,1,193286.15,0
15601837,Client_1837,376,Spain,Male,59,2,132142.67,2,1,1,136301.58,0
15601838,Client_1838,662,Germany,Male,87,8,0.0,1,1,0,86228.39,0
15601839,Client_1839,636,France,Male,20,0,0.0,1,0,0,114638.35,0
15601840,Client_1840,483,Spain,Male,61,8,0.0,1,0,1,150137.95,0
15601841,Client_1841,568,France,Female,44,4,204543.85,2,0,0,161491.21,0
15601842,Client_1842,517,Spain,Male,68,5,0.0,3,0,0,195242.15,0
15601843,Client_1843,447,Germany,Female,41,1,22743.88,1,1,0,49701.91,1
15601844,Client_1844,617,France,Female,37,7,0.0,2,0,0,105843.35,0
15601845,Client_1845,586,Germany,Female,49,2,244950.51,2,0,0,27376.96,0
15601846,Client_1846,658,Spain,Male,30,0,136126.87,2,1,0,25632.08,0
15601847,Client_1847,804,Germany,Male,60,6,0.0,1,0,0,29823.2,0
15601848,Client_1848,743,Germany,Male,37,2,0.0,1,1,1,59305.71,0
15601849,Client_1849,522,Germany,Male,19,3,84000.16,1,0,1,142303.57,1
15601850,Client_1850,750,Spain,Female,85,4,0.0,1,1,0,173615.58,0
15601851,Client_1851,759,France,Female,77,0,0.0,2,1,0,92839.17,1
15601852,Client_1852,818,Germany,Female,21,10,0.0,1,0,0,115488.62,1
15601853,Client_1853,825,France,Male,34,10,140328.51,2,0,0,49209.73,1
15601854,Client_1854,539,Spain,Male,18,8,59955.83,1,0,0,160305.43,0
15601855,Client_1855,471,France,Male,50,6,0.0,1,0,0,178787.28,0
15601856,Client_1856,395,Germany,Male,47,1,231616.36,2,0,1,102263.4,0
15601857,Client_1857,413,Germany,Male,22,0,13997.39,2,1,0,40566.11,1
15601858,Client_1858,479,Germany,Male,29,10,0.0,1,1,0,10969.31,0
15601859,Client_1859,659,Germany,Female,49,1,83246.46,3,1,0,111918.12,0
15601860,Client_1860,712,Germany,Female,55,2,0.0,1,1,0,104550.81,0
15601861,Client_1861,542,Germany,Male,34,2,0.0,2,0,0,185903.64,1
15601862,Client_1862,656,Spain,Female,75,7,83857.66,1,1,0,16932.02,1
15601863,Client_1863,530,Spain,Female,57,4,0.0,1,0,0,38300.79,0
15601864,Client_1864,641,Spain,Female,41,8,0.0,4,1,0,47560.45,0
15601865,Client_1865,720,France,Female,29,2,30852.34,2,0,0,113953.68,0
15601866,Client_1866,631,France,Male,36,5,0.0,1,0,1,64099.88,0
15601867,Client_1867,378,Spain,Female,46,3,226549.37,2,0,0,49079.01,0
15601868,Client_1868,498,France,Male,69,7,44625.64,1,0,1,107738.94,1
15601869,Client_1869,616,France,Male,34,0,209677.52,2,1,0,17724.11,1
15601870,Client_1870,645,Germany,Female,90,3,28900.87,2,1,0,195296.05,0
15601871,Client_1871,360,Germany,Male,38,6,0.0,1,1,1,173593.54,0
15601872,Client_1872,513,France,Female,77,8,0.0,3,1,1,61672.65,0
15601873,Client_1873,462,France,Male,37,0,117928.97,1,1,1,73872.33,0
15601874,Client_1874,536,Spain,Male,70,7,75158.05,1,1,0,56720.65,0
15601875,Client_1875,644,France,Female,80,1,65134.84,1,0,0,186395.82,0
15601876,Client_1876,581,Germany,Female,74,3,0.0,3,1,0,134107.46,0
15601877,Client_1877,576,France,Male,46,3,55778.3,2,0,0,109023.97,0
15601878,Client_1878,659,Spain,Female,18,7,0.0,1,0,1,106633.93,0
15601879,Client_1879,447,Germany,Male,76,10,0.0,1,0,1,41524.92,0
15601880,Client_1880,404,Germany,Female,81,1,59658.77,1,1,1,192902.83,0
15601881,Client_1881,460,Germany,Male,89,6,0.0,1,0,1,183773.51,0
15601882,Client_1882,501,Germany,Male,88,2,11357.15,1,1,0,190960.0,0
15601883,Client_1883,595,France,Male,61,8,0.0,1,1,0,65277.12,1
15601884,Client_1884,755,Spain,Male,65,4,136558.52,1,1,1,100563.22,0
15601885,Client_1885,418,France,Male,32,7,207109.35,1,0,1,108595.97,0
15601886,Client_1886,661,France,Female,52,4,53254.0,2,0,1,103038.19,0
15601887,Client_1887,638,Germany,Male,40,0,0.0,1,1,1,13646.0,0
15601888,Client_1888,599,Spain,Female,70,8,105145.96,2,1,1,168298.37,0
15601889,Client_1889,385,Germany,Female,62,9,19200.99,1,0,0,151843.65,1
15601890,Client_1890,588,France,Male,30,10,188119.1,2,1,0,100211.66,1
15601891,Client_1891,497,France,Male,51,6,190546.81,2,1,0,60806.37,1
15601892,Client_1892,816,Germany,Female,55,3,0.0,1,0,0,130645.61,0
15601893,Client_1893,576,France,Male,87,6,229011.5,2,1,1,36275.5,0
15601894,Client_1894,593,France,Male,85,4,0.0,1,1,1,199482.77,1
15601895,Client_1895,840,Germany,Female,22,9,76689.34,1,1,0,33814.61,0
15601896,Client_1896,686,France,Female,57,8,0.0,3,1,1,21106.34,0
15601897,Client_1897,795,Spain,Female,87,1,0.0,2,1,0,126357.66,0
15601898,Client_1898,714,Germany,Female,38,3,73197.45,2,1,1,98048.2,0
15601899,Client_1899,840,Spain,Female,45,5,54255.76,1,1,0,146610.09,0
15601900,Client_1900,831,France,Female,20,10,99775.19,1,0,1,34313.78,0
15601901,Client_1901,550,France,Male,40,4,6426.06,2,0,1,79111.69,0
15601902,Client_1902,503,Germany,Female,89,0,100352.77,1,1,0,105196.34,0
15601903,Client_1903,799,France,Female,36,8,55415.66,1,0,1,94928.34,0
15601904,Client_1904,422,Germany,Male,67,8,66083.55,2,1,0,120776.38,0
15601905,Client_1905,550,Germany,Male,91,2,0.0,2,1,0,29332.53,0
15601906,Client_1906,645,Germany,Male,75,3,147232.92,2,0,1,105707.68,0
15601907,Client_1907,366,Germany,Male,37,3,0.0,2,0,0,115405.7,0
15601908,Client_1908,478,Germany,Male,89,9,187656.84,4,1,1,177394.21,0
15601909,Client_1909,566,Spain,Male,70,7,246774.66,1,0,1,118504.48,1
15601910,Client_1910,410,Germany,Female,26,5,29883.5,1,0,1,113986.15,0
15601911,Client_1911,776,Spain,Male,21,1,68106.27,2,0,1,164294.79,0
15601912,Client_1912,453,France,Male,58,3,170613.53,1,1,1,22349.53,1
15601913,Client_1913,391,Germany,Male,42,0,59328.0,1,1,0,133112.81,0
15601914,Client_1914,374,France,Male,51,2,7536.88,2,0,1,164242.84,0
15601915,Client_1915,388,Germany,Female,90,3,0.0,2,1,0,27973.19,0
15601916,Client_1916,640,Spain,Male,26,7,108406.73,2,1,0,164198.77,1
15601917,Client_1917,480,Spain,Male,30,2,107696.16,1,0,1,159559.63,0
15601918,Client_1918,847,Spain,Female,26,4,243076.17,3,1,0,10179.19,0
15601919,Client_1919,578,France,Female,21,0,0.0,2,0,1,56769.85,0
15601920,Client_1920,457,Germany,Female,51,3,169516.93,2,0,0,38739.06,0
15601921,Client_1921,521,France,Male,24,1,0.0,1,0,0,107154.19,0
15601922,Client_1922,784,Spain,Female,32,3,67479.62,1,1,0,183661.26,0
15601923,Client_1923,827,France,Female,55,4,26362.77,1,1,0,124514.22,0
15601924,Client_1924,451,Spain,Female,69,2,214768.5,2,1,1,124342.57,1
15601925,Client_1925,703,Spain,Male,24,5,38165.67,2,1,0,33341.24,0
15601926,Client_1926,361,Spain,Male,62,1,24223.4,2,1,1,136612.07,0
15601927,Client_1927,624,Germany,Female,76,4,0.0,2,0,0,178780.91,0
15601928,Client_1928,450,Germany,Male,38,3,0.0,2,0,1,91576.05,0
15601929,Client_1929,393,Spain,Male,45,4,17991.29,2,1,0,139535.9,0
15601930,Client_1930,792,France,Male,20,8,0.0,2,1,1,66036.91,0
15601931,Client_1931,654,France,Male,31,5,60886.9,4,1,1,61090.85,1
15601932,Client_1932,794,Germany,Male,19,6,0.0,2,0,1,45167.68,0
15601933,Client_1933,366,Spain,Female,46,10,208824.94,1,1,1,55885.52,0
15601934,Client_1934,679,France,Female,35,7,0.0,2,1,1,75124.11,0
15601935,Client_1935,406,Spain,Female,54,8,123062.03,1,1,1,117678.34,0
15601936,Client_1936,660,France,Female,62,4,0.0,2,1,0,158324.38,1
15601937,Client_1937,846,Germany,Male,62,7,21452.82,2,0,0,65017.0,0
15601938,Client_1938,652,Spain,Female,41,1,190398.68,1,1,1,41941.21,0
15601939,Client_1939,361,Spain,Female,63,9,129047.87,1,1,1,95454.92,0
15601940,Client_1940,667,France,Male,29,8,142737.28,2,1,0,160007.79,0
15601941,Client_1941,429,France,Male,70,1,0.0,3,0,1,83973.15,0
15601942,Client_1942,565,France,Male,62,4,0.0,3,1,0,183522.15,0
15601943,Client_1943,688,Spain,Male,49,5,0.0,2,0,1,57103.79,0
15601944,Client_1944,613,Germany,Female,35,3,124908.9,3,1,1,154079.64,0
15601945,Client_1945,828,Germany,Male,30,7,0.0,2,1,0,98874.1,0
15601946,Client_1946,498,France,Male,21,9,0.0,1,1,1,30353.92,1
15601947,Client_1947,430,Germany,Male,40,2,106802.13,1,1,0,63403.74,0
15601948,Client_1948,564,France,Male,79,10,0.0,1,1,1,173062.43,1
15601949,Client_1949,834,Germany,Male,71,4,153015.79,1,0,1,11118.76,0
15601950,Client_1950,723,Spain,Male,91,1,238165.62,2,1,1,153704.92,0
15601951,Client_1951,813,France,Female,72,2,64239.96,2,0,0,164167.24,0
15601952,Client_1952,547,Germany,Female,86,7,204048.33,2,1,1,32769.12,0
15601953,Client_1953,549,Spain,Female,57,10,113872.55,2,1,0,192816.0,1
15601954,Client_1954,374,Germany,Male,31,4,0.0,2,1,0,175735.24,0
15601955,Client_1955,815,Spain,Male,45,2,222718.43,1,1,0,43920.95,0
15601956,Client_1956,438,Spain,Female,89,4,0.0,2,1,0,55876.83,0
15601957,Client_1957,617,Germany,Female,88,8,221143.35,2,1,1,165507.0,0
15601958,Client_1958,492,Germany,Female,84,2,2379.99,1,0,0,113810.91,0
15601959,Client_1959,408,Spain,Female,46,9,46828.75,4,1,0,185287.92,0
15601960,Client_1960,759,Spain,Male,78,6,0.0,1,1,1,196036.79,1
15601961,Client_1961,838,Spain,Female,85,7,0.0,1,0,1,75253.82,0
15601962,Client_1962,714,France,Male,26,4,209597.98,2,1,1,28424.68,1
15601963,Client_1963,375,Spain,Male,34,2,0.0,1,1,1,143667.83,0
15601964,Client_1964,396,France,Male,66,10,35560.61,2,1,0,185392.93,0
15601965,Client_1965,637,Spain,Female,80,5,208675.61,2,0,0,41326.81,0
15601966,Client_1966,615,France,Female,63,2,135358.57,2,0,0,197223.24,0
15601967,Client_1967,365,Spain,Female,30,8,156692.44,1,1,1,47215.27,0
15601968,Client_1968,548,Spain,Male,62,1,202301.52,2,1,1,26392.36,1
15601969,Client_1969,750,Spain,Male,70,2,52936.62,2,1,0,104182.62,0
15601970,Client_1970,756,Germany,Female,34,6,34121.2,1,1,1,163058.8,0
15601971,Client_1971,631,Germany,Male,64,9,0.0,1,0,0,77331.28,0
15601972,Client_1972,818,Spain,Female,79,7,0.0,1,1,1,73049.81,0
15601973,Client_1973,435,France,Male,67,4,0.0,2,0,1,47451.15,0
15601974,Client_1974,599,France,Male,60,4,69268.79,1,0,1,197355.05,1
15601975,Client_1975,740,Spain,Male,85,4,0.0,2,0,0,74954.42,1
15601976,Client_1976,619,Germany,Male,89,3,60283.84,2,0,1,136629.42,0
15601977,Client_1977,684,France,Male,45,8,185405.82,2,0,1,35152.4,0
15601978,Client_1978,466,Germany,Male,62,5,243338.53,2,1,0,95453.78,0
15601979,Client_1979,356,France,Male,58,7,49897.84,2,1,0,161206.74,0
15601980,Client_1980,486,Spain,Female,53,7,0.0,1,1,0,194364.93,0
15601981,Client_1981,720,Germany,Male,50,4,11060.55,2,1,1,43693.76,0
15601982,Client_1982,525,France,Male,42,8,0.0,1,0,1,27983.54,0
15601983,Client_1983,677,Spain,Female,36,1,128779.35,2,1,0,197625.65,0
15601984,Client_1984,847,Spain,Female,64,7,0.0,2,1,1,115294.73,0
15601985,Client_1985,664,Spain,Female,50,2,0.0,1,1,0,75629.97,0
15601986,Client_1986,564,Germany,Female,84,6,27985.74,2,0,1,192452.9,1
15601987,Client_1987,826,Germany,Male,31,8,59921.73,1,1,1,84135.93,1
15601988,Client_1988,431,Spain,Male,50,10,0.0,2,1,1,54080.73,0
15601989,Client_1989,572,Germany,Female,59,4,37680.98,2,1,0,162665.69,0
15601990,Client_1990,827,France,Male,82,10,185697.24,1,0,0,69653.25,0
15601991,Client_1991,721,Spain,Female,64,7,0.0,2,0,1,71175.78,0
15601992,Client_1992,772,Spain,Male,52,3,157928.03,2,1,0,94548.05,0
15601993,Client_1993,832,Germany,Male,49,0,123650.11,1,1,0,141662.21,0
15601994,Client_1994,751,Spain,Male,72,0,0.0,1,1,1,169935.08,0
15601995,Client_1995,792,France,Male,71,5,207297.94,1,0,1,52972.69,1
15601996,Client_1996,839,Germany,Male,68,7,0.0,1,1,0,78872.64,0
15601997,Client_1997,452,Germany,Female,76,9,0.0,1,0,0,104272.04,0
15601998,Client_1998,622,Spain,Male,89,1,0.0,2,1,1,14866.04,0
15601999,Client_1999,363,Spain,Male,31,10,0.0,1,0,1,142450.06,0
15602000,Client_2000,508,Spain,Male,35,3,0.0,1,1,1,117533.86,0
15602001,Client_2001,501,Germany,Male,72,2,0.0,2,0,1,35376.48,0
15602002,Client_2002,832,Spain,Male,73,8,60261.93,1,0,1,34762.31,0
15602003,Client_2003,457,France,Female,66,2,0.0,1,0,0,180084.61,0
15602004,Client_2004,537,Spain,Male,77,10,118903.43,1,1,0,139829.18,0
15602005,Client_2005,650,Spain,Female,70,7,127572.26,1,0,0,83731.52,0
15602006,Client_2006,447,Germany,Male,88,6,0.0,2,1,0,74235.45,1
15602007,Client_2007,480,Spain,Male,23,0,171066.7,1,1,0,70202.12,1
15602008,Client_2008,642,Germany,Female,87,7,0.0,4,0,1,134385.33,1
15602009,Client_2009,520,Spain,Male,25,8,84959.6,1,0,1,43962.2,0
15602010,Client_2010,773,France,Male,32,7,82762.92,2,0,1,197612.64,0
15602011,Client_2011,823,France,Female,43,9,14427.68,3,1,1,140540.52,0
15602012,Client_2012,532,Germany,Male,56,9,224907.53,1,1,0,34152.82,1
15602013,Client_2013,820,Germany,Female,20,0,0.0,2,0,0,36225.73,0
15602014,Client_2014,713,Spain,Female,74,10,155835.81,2,1,0,133175.72,0
15602015,Client_2015,388,Spain,Female,27,10,0.0,1,0,1,82803.11,1
15602016,Client_2016,364,France,Male,20,6,145616.43,2,0,0,135391.97,0
15602017,Client_2017,725,Spain,Male,63,8,121272.45,1,1,1,147278.21,0
15602018,Client_2018,846,France,Female,39,4,0.0,2,0,1,112204.81,0
15602019,Client_2019,353,Germany,Male,84,1,74643.19,1,0,0,58745.21,0
15602020,Client_2020,698,Spain,Female,82,7,218619.93,2,1,1,114720.61,0
15602021,Client_2021,819,Germany,Male,36,8,158727.02,3,1,0,90154.42,0
15602022,Client_2022,758,Spain,Female,79,6,0.0,2,0,0,179164.04,0
15602023,Client_2023,746,France,Male,74,4,81717.94,1,1,1,150640.15,0
15602024,Client_2024,559,Germany,Female,30,7,0.0,1,0,1,127606.99,1
15602025,Client_2025,510,Germany,Male,33,5,176583.89,4,1,1,17547.36,0
15602026,Client_2026,365,Spain,Female,33,3,175113.34,2,0,0,198132.23,1
15602027,Client_2027,842,Germany,Male,69,0,0.0,1,1,0,117591.57,1
15602028,Client_2028,775,France,Female,58,5,237744.85,1,1,0,59205.75,0
15602029,Client_2029,457,Germany,Male,65,7,218057.29,1,1,0,122389.88,0
15602030,Client_2030,731,Germany,Male,56,2,0.0,2,0,1,165400.23,0
15602031,Client_2031,799,Spain,Female,30,6,87066.38,1,1,1,112325.83,0
15602032,Client_2032,660,Germany,Male,21,6,107749.95,1,0,1,157608.9,0
15602033,Client_2033,576,Spain,Male,60,8,0.0,1,0,0,88477.17,0
15602034,Client_2034,519,Spain,Male,63,0,0.0,3,0,0,122092.93,1
15602035,Client_2035,383,Germany,Male,64,4,222302.7,2,0,0,90227.55,0
15602036,Client_2036,763,France,Female,70,7,0.0,1,1,1,110281.32,1
15602037,Client_2037,600,Spain,Male,42,2,200548.77,1,0,1,41826.87,0
15602038,Client_2038,596,Germany,Male,58,4,0.0,2,1,0,123741.99,0
15602039,Client_2039,618,Spain,Female,20,0,0.0,1,0,1,196000.72,0
15602040,Client_2040,490,France,Male,30,8,131823.44,1,1,0,155315.14,0
15602041,Client_2041,623,France,Female,35,3,48860.41,2,1,0,70809.21,0
15602042,Client_2042,765,Spain,Male,54,4,27044.82,1,0,1,174133.46,0
15602043,Client_2043,445,France,Female,60,2,209544.35,1,1,0,180187.75,0
15602044,Client_2044,576,Germany,Male,51,1,174830.51,2,0,0,43593.19,1
15602045,Client_2045,728,Germany,Female,72,6,51244.75,1,1,1,20095.43,0
15602046,Client_2046,388,Spain,Female,69,10,235573.68,1,0,1,118770.43,0
15602047,Client_2047,651,France,Female,53,4,6099.59,1,0,0,100417.75,0
15602048,Client_2048,849,Germany,Male,71,10,83320.05,1,0,0,145790.38,0
15602049,Client_2049,378,Germany,Female,76,9,0.0,2,1,1,65681.15,0
15602050,Client_2050,795,Germany,Male,69,2,0.0,2,1,1,82240.27,0
15602051,Client_2051,846,Spain,Female,36,1,45019.84,2,1,0,60131.93,1
15602052,Client_2052,826,Spain,Female,29,9,202583.72,2,1,0,65506.12,0
15602053,Client_2053,667,Germany,Female,28,5,248259.92,1,0,1,11764.6,0
15602054,Client_2054,594,Germany,Male,65,9,0.0,1,1,0,107043.55,0
15602055,Client_2055,585,France,Male,33,5,158783.25,1,1,0,99899.37,0
15602056,Client_2056,534,France,Female,88,2,180730.86,2,1,1,77616.2,1
15602057,Client_2057,621,France,Female,64,8,130705.25,1,1,0,112636.16,0
15602058,Client_2058,789,Spain,Female,84,0,0.0,2,0,1,84434.46,0
15602059,Client_2059,585,Germany,Female,48,2,173042.23,1,1,1,92186.63,0
15602060,Client_2060,588,Spain,Female,25,0,243279.17,1,1,0,10377.05,0
15602061,Client_2061,726,Germany,Female,78,6,0.0,2,0,1,22598.34,0
15602062,Client_2062,615,France,Female,61,1,78521.24,1,1,1,38633.48,0
15602063,Client_2063,763,France,Female,67,10,0.0,4,0,1,44963.89,0
15602064,Client_2064,758,France,Male,52,10,103562.71,2,1,0,95916.59,0
15602065,Client_2065,708,France,Female,78,3,0.0,1,1,1,176233.06,0
15602066,Client_2066,689,Germany,Male,72,3,128438.29,2,1,0,87146.43,0
15602067,Client_2067,738,France,Female,83,7,4682.26,2,0,1,129166.57,0
15602068,Client_2068,414,Germany,Male,31,10,0.0,1,0,1,14902.55,1
15602069,Client_2069,827,Germany,Male,21,3,154862.18,1,0,1,172420.64,0
15602070,Client_2070,526,Spain,Female,34,2,0.0,1,1,1,31495.55,0
15602071,Client_2071,352,France,Male,86,9,0.0,1,1,1,64014.89,0
15602072,Client_2072,778,France,Male,41,2,0.0,2,0,0,165179.81,0
15602073,Client_2073,491,Spain,Female,66,4,3139.67,1,1,0,60326.73,1
15602074,Client_2074,725,Germany,Female,72,5,0.0,1,0,1,59019.96,0
15602075,Client_2075,507,France,Female,88,6,33918.16,2,0,1,124567.36,0
15602076,Client_2076,847,Germany,Male,40,4,62557.58,4,1,0,181616.57,0
15602077,Client_2077,673,Spain,Female,29,6,90522.0,1,1,1,50593.37,0
15602078,Client_2078,495,Germany,Male,28,3,0.0,1,0,1,127955.48,0
15602079,Client_2079,795,France,Female,46,4,81042.5,1,0,0,124035.74,1
15602080,Client_2080,642,Germany,Female,79,5,221027.29,2,1,1,135309.36,0
15602081,Client_2081,502,Germany,Male,70,8,74891.98,2,1,0,189886.13,1
15602082,Client_2082,781,France,Male,65,5,34233.35,1,0,1,41517.54,0
15602083,Client_2083,542,France,Male,83,9,0.0,1,1,0,134327.89,0
15602084,Client_2084,786,Germany,Female,65,10,233644.97,1,0,0,44652.21,0
15602085,Client_2085,843,Germany,Female,76,0,113703.62,1,1,0,69717.23,0
15602086,Client_2086,812,Spain,Female,88,10,100781.52,1,0,0,84092.69,1
15602087,Client_2087,422,France,Male,74,6,17225.22,2,1,1,168724.26,0
15602088,Client_2088,748,Germany,Male,20,10,183330.27,1,1,1,20204.91,0
15602089,Client_2089,654,France,Male,49,10,0.0,2,1,0,149393.97,0
15602090,Client_2090,726,Spain,Male,25,2,93935.14,1,1,1,183392.49,0
15602091,Client_2091,693,Germany,Female,47,5,0.0,1,1,1,25055.95,0
15602092,Client_2092,801,Germany,Male,32,1,91862.94,2,0,1,160238.7,1
15602093,Client_2093,489,Germany,Male,91,6,0.0,1,1,1,30452.03,0
15602094,Client_2094,536,France,Female,72,0,184524.84,1,1,0,192942.19,1
15602095,Client_2095,642,Spain,Female,55,1,241300.32,1,0,1,164919.3,0
15602096,Client_2096,410,France,Male,32,8,0.0,1,1,1,142047.02,0
15602097,Client_2097,834,Germany,Male,47,8,0.0,1,0,1,114511.3,0
15602098,Client_2098,776,Spain,Male,63,6,67480.07,2,1,1,184955.32,0
15602099,Client_2099,729,Germany,Male,81,1,0.0,2,1,1,32623.55,0
15602100,Client_2100,547,Germany,Male,43,4,75822.58,2,0,0,33139.0,0
15602101,Client_2101,644,France,Male,84,3,0.0,2,0,1,166273.01,0
15602102,Client_2102,789,Germany,Female,53,1,160728.75,2,1,1,101640.78,0
15602103,Client_2103,668,Spain,Female,48,1,148150.45,2,1,1,170560.71,0
15602104,Client_2104,651,Germany,Female,57,9,45268.72,1,0,1,84225.73,0
15602105,Client_2105,693,Germany,Female,91,7,8602.76,2,0,0,95853.44,1
15602106,Client_2106,360,France,Male,90,4,122169.28,1,1,1,73094.95,0
15602107,Client_2107,411,Spain,Male,63,7,247039.65,2,1,1,190640.27,0
15602108,Client_2108,682,France,Male,59,1,48939.98,1,0,0,98340.51,0
15602109,Client_2109,575,Germany,Male,35,1,134218.01,1,0,1,153468.44,1
15602110,Client_2110,502,France,Female,53,10,167744.82,1,1,0,142222.68,0
15602111,Client_2111,548,France,Male,67,10,0.0,2,0,1,54666.52,0
15602112,Client_2112,401,France,Male,78,2,126733.45,2,1,1,183656.65,0
15602113,Client_2113,609,France,Male,57,10,165306.88,2,1,0,113489.6,0
15602114,Client_2114,408,Germany,Male,20,9,203726.37,1,0,0,172603.15,0
15602115,Client_2115,421,Germany,Female,24,7,83321.9,3,1,0,168115.7,0
15602116,Client_2116,497,Spain,Male,48,7,224818.81,1,0,1,21147.29,1
15602117,Client_2117,698,France,Female,82,2,0.0,2,1,1,127756.83,0
15602118,Client_2118,412,France,Male,81,0,0.0,2,0,1,159907.05,0
15602119,Client_2119,659,Spain,Male,20,6,26628.41,1,0,0,182234.67,0
15602120,Client_2120,722,France,Male,52,3,123119.82,1,0,0,106196.18,0
15602121,Client_2121,592,Spain,Female,32,2,4026.61,1,1,1,152635.4,1
15602122,Client_2122,842,Germany,Male,38,4,97756.18,3,0,1,194229.78,0
15602123,Client_2123,715,Spain,Male,79,5,13621.05,4,1,0,167290.06,0
15602124,Client_2124,679,France,Male,45,0,224245.21,1,1,0,172340.4,0
15602125,Client_2125,456,Spain,Female,21,8,168201.28,1,1,1,87383.74,0
15602126,Client_2126,575,Germany,Female,30,5,0.0,1,0,1,27420.85,0
15602127,Client_2127,662,France,Male,68,2,0.0,1,1,1,193545.42,0
15602128,Client_2128,567,Germany,Female,65,0,0.0,4,1,1,142205.53,0
15602129,Client_2129,774,Germany,Male,56,8,218260.15,4,1,0,42521.16,0
15602130,Client_2130,590,Spain,Male,84,1,89204.56,1,1,1,195028.12,0
15602131,Client_2131,608,Germany,Female,75,9,0.0,1,1,0,145999.36,0
15602132,Client_2132,725,France,Male,19,5,127060.18,2,0,1,27169.98,0
15602133,Client_2133,611,Germany,Male,42,5,0.0,1,0,1,42454.56,0
15602134,Client_2134,354,Germany,Female,28,2,248942.07,3,1,1,174427.97,0
15602135,Client_2135,610,Spain,Female,18,10,89795.31,2,0,0,191228.17,0
15602136,Client_2136,403,Germany,Female,65,5,117710.83,1,0,1,79317.19,0
15602137,Client_2137,396,Spain,Female,65,1,188689.27,1,1,0,88519.76,0
15602138,Client_2138,564,Spain,Male,27,7,74378.38,4,0,1,85136.36,0
15602139,Client_2139,526,France,Male,47,0,50407.86,2,0,1,168717.68,1
15602140,Client_2140,358,France,Male,52,5,31862.53,1,0,0,96118.67,0
